tileset,index,type_or_hex
outdoor_oreburgh,25,COVERED
outdoor_oreburgh,26,COVERED
outdoor_oreburgh,27,TOP
outdoor_oreburgh,28,TOP
outdoor_oreburgh,29,COVERED
outdoor_oreburgh,30,COVERED
outdoor_oreburgh,31,COVERED
outdoor_oreburgh,32,NORMAL
outdoor_oreburgh,33,TOP
outdoor_oreburgh,34,COVERED
outdoor_oreburgh,35,COVERED
outdoor_oreburgh,36,COVERED
outdoor_oreburgh,37,COVERED
outdoor_oreburgh,38,COVERED
outdoor_oreburgh,39,COVERED
outdoor_oreburgh,40,TOP
outdoor_oreburgh,41,TOP
outdoor_oreburgh,42,TOP
outdoor_oreburgh,43,TOP
outdoor_oreburgh,44,SPLIT
outdoor_oreburgh,45,SPLIT
outdoor_oreburgh,46,COVERED
outdoor_oreburgh,47,COVERED
outdoor_oreburgh,48,COVERED
outdoor_oreburgh,49,COVERED
outdoor_oreburgh,50,COVERED
outdoor_oreburgh,51,COVERED
outdoor_oreburgh,52,NORMAL
outdoor_oreburgh,53,NORMAL
outdoor_oreburgh,54,COVERED
outdoor_oreburgh,55,COVERED
outdoor_oreburgh,56,TOP
outdoor_oreburgh,57,TOP
outdoor_oreburgh,58,TOP
outdoor_oreburgh,59,COVERED
outdoor_oreburgh,60,COVERED
outdoor_oreburgh,61,COVERED
outdoor_oreburgh,62,SPLIT
outdoor_oreburgh,63,SPLIT
outdoor_oreburgh,64,TOP
outdoor_oreburgh,65,TOP
outdoor_oreburgh,66,TOP
outdoor_oreburgh,67,COVERED
outdoor_oreburgh,68,COVERED
outdoor_oreburgh,69,COVERED
outdoor_oreburgh,70,COVERED
outdoor_oreburgh,71,COVERED
outdoor_oreburgh,72,TOP
outdoor_oreburgh,73,TOP
outdoor_oreburgh,74,TOP
outdoor_oreburgh,75,COVERED
outdoor_oreburgh,76,COVERED
outdoor_oreburgh,77,COVERED
outdoor_oreburgh,78,COVERED
outdoor_oreburgh,79,COVERED
outdoor_oreburgh,80,COVERED
outdoor_oreburgh,81,COVERED
outdoor_oreburgh,82,COVERED
outdoor_oreburgh,83,COVERED
outdoor_oreburgh,84,SPLIT
outdoor_oreburgh,85,COVERED
outdoor_oreburgh,86,TOP
outdoor_oreburgh,87,TOP
outdoor_oreburgh,88,COVERED
outdoor_oreburgh,89,COVERED
outdoor_oreburgh,90,COVERED
outdoor_oreburgh,91,COVERED
outdoor_oreburgh,92,COVERED
outdoor_oreburgh,93,COVERED
outdoor_oreburgh,94,NORMAL
outdoor_oreburgh,95,COVERED
outdoor_oreburgh,96,TOP
outdoor_oreburgh,97,TOP
outdoor_oreburgh,98,TOP
outdoor_oreburgh,99,TOP
outdoor_oreburgh,100,TOP
outdoor_oreburgh,101,SPLIT
outdoor_oreburgh,102,TOP
outdoor_oreburgh,103,NORMAL
outdoor_oreburgh,104,TOP
outdoor_oreburgh,105,TOP
outdoor_oreburgh,106,TOP
outdoor_oreburgh,107,TOP
outdoor_oreburgh,108,TOP
outdoor_oreburgh,109,SPLIT
outdoor_oreburgh,110,COVERED
outdoor_oreburgh,111,SPLIT
outdoor_oreburgh,112,TOP
outdoor_oreburgh,113,TOP
outdoor_oreburgh,114,TOP
outdoor_oreburgh,115,TOP
outdoor_oreburgh,116,TOP
outdoor_oreburgh,117,SPLIT
outdoor_oreburgh,118,TOP
outdoor_oreburgh,119,COVERED
outdoor_oreburgh,120,TOP
outdoor_oreburgh,121,TOP
outdoor_oreburgh,122,TOP
outdoor_oreburgh,123,TOP
outdoor_oreburgh,124,TOP
outdoor_oreburgh,125,SPLIT
outdoor_oreburgh,126,NORMAL
outdoor_oreburgh,127,SPLIT
outdoor_oreburgh,128,COVERED
outdoor_oreburgh,129,COVERED
outdoor_oreburgh,130,COVERED
outdoor_oreburgh,131,COVERED
outdoor_oreburgh,132,COVERED
outdoor_oreburgh,133,SPLIT
outdoor_oreburgh,134,NORMAL
outdoor_oreburgh,135,COVERED
outdoor_oreburgh,136,COVERED
outdoor_oreburgh,137,COVERED
outdoor_oreburgh,138,COVERED
outdoor_oreburgh,139,COVERED
outdoor_oreburgh,140,COVERED
outdoor_oreburgh,141,COVERED
outdoor_oreburgh,142,COVERED
outdoor_oreburgh,143,COVERED
outdoor_oreburgh,144,COVERED
outdoor_oreburgh,145,COVERED
outdoor_oreburgh,146,COVERED
outdoor_oreburgh,147,COVERED
outdoor_oreburgh,148,COVERED
outdoor_oreburgh,149,COVERED
outdoor_oreburgh,150,COVERED
outdoor_oreburgh,151,COVERED
outdoor_oreburgh,152,COVERED
outdoor_oreburgh,153,COVERED
outdoor_oreburgh,154,TOP
outdoor_oreburgh,155,COVERED
outdoor_oreburgh,156,COVERED
outdoor_oreburgh,157,COVERED
outdoor_oreburgh,158,COVERED
outdoor_oreburgh,159,COVERED
outdoor_oreburgh,160,COVERED
outdoor_oreburgh,161,COVERED
outdoor_oreburgh,162,COVERED
outdoor_oreburgh,163,COVERED
outdoor_oreburgh,164,COVERED
outdoor_oreburgh,165,COVERED
outdoor_oreburgh,166,COVERED
outdoor_oreburgh,167,COVERED
outdoor_oreburgh,168,COVERED
outdoor_oreburgh,169,SPLIT
outdoor_oreburgh,170,SPLIT
outdoor_oreburgh,171,SPLIT
outdoor_oreburgh,172,SPLIT
outdoor_oreburgh,173,COVERED
outdoor_oreburgh,174,COVERED
outdoor_oreburgh,175,COVERED
outdoor_oreburgh,176,SPLIT
outdoor_oreburgh,177,SPLIT
outdoor_oreburgh,178,TOP
outdoor_oreburgh,179,TOP
outdoor_oreburgh,180,SPLIT
outdoor_oreburgh,181,SPLIT
outdoor_oreburgh,182,COVERED
outdoor_oreburgh,183,COVERED
outdoor_oreburgh,184,SPLIT
outdoor_oreburgh,185,TOP
outdoor_oreburgh,186,SPLIT
outdoor_oreburgh,187,TOP
outdoor_oreburgh,188,SPLIT
outdoor_oreburgh,189,TOP
outdoor_oreburgh,190,NORMAL
outdoor_oreburgh,191,COVERED
outdoor_oreburgh,192,NORMAL
outdoor_oreburgh,193,NORMAL
outdoor_oreburgh,194,SPLIT
outdoor_oreburgh,195,NORMAL
outdoor_oreburgh,196,SPLIT
outdoor_oreburgh,197,NORMAL
outdoor_oreburgh,198,NORMAL
outdoor_oreburgh,199,COVERED
outdoor_oreburgh,200,NORMAL
outdoor_oreburgh,201,TOP
outdoor_oreburgh,202,TOP
outdoor_oreburgh,203,TOP
outdoor_oreburgh,204,TOP
outdoor_oreburgh,205,TOP
outdoor_oreburgh,206,NORMAL
outdoor_oreburgh,207,COVERED
outdoor_oreburgh,208,COVERED
outdoor_oreburgh,209,COVERED
outdoor_oreburgh,210,COVERED
outdoor_oreburgh,211,COVERED
outdoor_oreburgh,212,COVERED
outdoor_oreburgh,213,COVERED
outdoor_oreburgh,214,COVERED
outdoor_oreburgh,215,COVERED
outdoor_oreburgh,216,COVERED
outdoor_oreburgh,217,COVERED
outdoor_oreburgh,218,COVERED
outdoor_oreburgh,219,COVERED
outdoor_oreburgh,220,COVERED
outdoor_oreburgh,221,COVERED
outdoor_oreburgh,222,COVERED
outdoor_oreburgh,223,COVERED
outdoor_oreburgh,224,COVERED
outdoor_oreburgh,225,COVERED
outdoor_oreburgh,226,COVERED
outdoor_oreburgh,227,COVERED
outdoor_oreburgh,228,COVERED
outdoor_oreburgh,229,COVERED
outdoor_oreburgh,230,COVERED
outdoor_oreburgh,231,COVERED
outdoor_oreburgh,232,COVERED
outdoor_oreburgh,233,COVERED
outdoor_oreburgh,234,COVERED
outdoor_oreburgh,235,COVERED
outdoor_oreburgh,236,COVERED
outdoor_oreburgh,237,COVERED
outdoor_oreburgh,238,COVERED
outdoor_oreburgh,239,COVERED
outdoor_oreburgh,240,COVERED
outdoor_oreburgh,241,COVERED
outdoor_oreburgh,242,COVERED
outdoor_oreburgh,243,COVERED
outdoor_oreburgh,244,COVERED
outdoor_oreburgh,245,COVERED
outdoor_oreburgh,246,COVERED
outdoor_oreburgh,247,COVERED
outdoor_oreburgh,248,COVERED
outdoor_oreburgh,249,COVERED
outdoor_oreburgh,250,COVERED
outdoor_oreburgh,251,COVERED
outdoor_oreburgh,252,COVERED
outdoor_oreburgh,253,COVERED
outdoor_oreburgh,254,COVERED
outdoor_oreburgh,255,COVERED
indoor_mart,0,COVERED
indoor_mart,1,COVERED
indoor_mart,2,TOP
indoor_mart,3,COVERED
indoor_mart,4,COVERED
indoor_mart,5,COVERED
indoor_mart,6,COVERED
indoor_mart,7,TOP
indoor_mart,8,COVERED
indoor_mart,9,COVERED
indoor_mart,10,TOP
indoor_mart,11,TOP
indoor_mart,12,TOP
indoor_mart,13,COVERED
indoor_mart,14,COVERED
indoor_mart,15,NORMAL
indoor_mart,16,COVERED
indoor_mart,17,COVERED
indoor_mart,18,COVERED
indoor_mart,19,COVERED
indoor_mart,20,COVERED
indoor_mart,21,COVERED
indoor_mart,22,NORMAL
indoor_mart,23,NORMAL
indoor_mart,24,COVERED
indoor_mart,25,COVERED
indoor_mart,26,COVERED
indoor_mart,27,COVERED
indoor_mart,28,SPLIT
indoor_mart,29,SPLIT
indoor_mart,30,SPLIT
indoor_mart,31,TOP
indoor_mart,32,COVERED
indoor_mart,33,COVERED
indoor_mart,34,COVERED
indoor_mart,35,COVERED
indoor_mart,36,COVERED
indoor_mart,37,TOP
indoor_mart,38,TOP
indoor_mart,39,COVERED
indoor_mart,40,TOP
indoor_mart,41,TOP
indoor_mart,42,TOP
indoor_mart,43,COVERED
indoor_mart,44,COVERED
indoor_mart,45,COVERED
indoor_mart,46,COVERED
indoor_mart,47,COVERED
indoor_mart,48,COVERED
indoor_mart,49,COVERED
indoor_mart,50,COVERED
indoor_mart,51,COVERED
indoor_mart,52,COVERED
indoor_mart,53,COVERED
indoor_mart,54,COVERED
indoor_mart,55,COVERED
indoor_mart,56,COVERED
indoor_mart,57,COVERED
indoor_mart,58,COVERED
indoor_mart,59,COVERED
indoor_mart,60,COVERED
indoor_mart,61,COVERED
indoor_mart,62,COVERED
indoor_mart,63,COVERED
indoor_mart,64,COVERED
indoor_mart,65,COVERED
indoor_mart,66,COVERED
indoor_mart,67,COVERED
indoor_mart,68,COVERED
indoor_mart,69,COVERED
indoor_mart,70,COVERED
indoor_mart,71,COVERED
indoor_mart,72,COVERED
indoor_mart,73,COVERED
indoor_mart,74,COVERED
indoor_mart,75,COVERED
indoor_mart,76,COVERED
indoor_mart,77,COVERED
indoor_mart,78,COVERED
indoor_mart,79,COVERED
indoor_mart,80,COVERED
indoor_mart,81,COVERED
indoor_mart,82,COVERED
indoor_mart,83,COVERED
indoor_mart,84,COVERED
indoor_mart,85,COVERED
indoor_mart,86,COVERED
indoor_mart,87,COVERED
indoor_mart,88,COVERED
indoor_mart,89,COVERED
indoor_mart,90,COVERED
indoor_mart,91,COVERED
indoor_mart,92,COVERED
indoor_mart,93,COVERED
indoor_mart,94,COVERED
indoor_mart,95,COVERED
indoor_mart,96,COVERED
indoor_mart,97,COVERED
indoor_mart,98,COVERED
indoor_mart,99,COVERED
indoor_mart,100,COVERED
indoor_mart,101,COVERED
indoor_mart,102,COVERED
indoor_mart,103,COVERED
indoor_mart,104,COVERED
indoor_mart,105,COVERED
indoor_mart,106,COVERED
indoor_mart,107,COVERED
indoor_mart,108,COVERED
indoor_mart,109,COVERED
indoor_mart,110,COVERED
indoor_mart,111,COVERED
indoor_mart,112,COVERED
indoor_mart,113,COVERED
indoor_mart,114,COVERED
indoor_mart,115,COVERED
indoor_mart,116,COVERED
indoor_mart,117,COVERED
indoor_mart,118,COVERED
indoor_mart,119,COVERED
indoor_mart,120,COVERED
indoor_mart,121,COVERED
indoor_mart,122,COVERED
indoor_mart,123,COVERED
indoor_mart,124,COVERED
indoor_mart,125,COVERED
indoor_mart,126,COVERED
indoor_mart,127,COVERED
gym_oreburgh,0,COVERED
gym_oreburgh,1,COVERED
gym_oreburgh,2,COVERED
gym_oreburgh,3,COVERED
gym_oreburgh,4,COVERED
gym_oreburgh,5,COVERED
gym_oreburgh,6,COVERED
gym_oreburgh,7,COVERED
gym_oreburgh,8,COVERED
gym_oreburgh,9,COVERED
gym_oreburgh,10,COVERED
gym_oreburgh,11,COVERED
gym_oreburgh,12,COVERED
gym_oreburgh,13,COVERED
gym_oreburgh,14,COVERED
gym_oreburgh,15,COVERED
gym_oreburgh,16,COVERED
gym_oreburgh,17,COVERED
gym_oreburgh,18,COVERED
gym_oreburgh,19,COVERED
gym_oreburgh,20,COVERED
gym_oreburgh,21,COVERED
gym_oreburgh,22,COVERED
gym_oreburgh,23,COVERED
gym_oreburgh,24,COVERED
gym_oreburgh,25,COVERED
gym_oreburgh,26,COVERED
gym_oreburgh,27,COVERED
gym_oreburgh,28,COVERED
gym_oreburgh,29,COVERED
gym_oreburgh,30,COVERED
gym_oreburgh,31,COVERED
gym_oreburgh,32,TOP
gym_oreburgh,33,TOP
gym_oreburgh,34,TOP
gym_oreburgh,35,COVERED
gym_oreburgh,36,COVERED
gym_oreburgh,37,COVERED
gym_oreburgh,38,COVERED
gym_oreburgh,39,COVERED
gym_oreburgh,40,COVERED
gym_oreburgh,41,COVERED
gym_oreburgh,42,COVERED
gym_oreburgh,43,COVERED
gym_oreburgh,44,COVERED
gym_oreburgh,45,COVERED
gym_oreburgh,46,COVERED
gym_oreburgh,47,COVERED
gym_oreburgh,48,COVERED
gym_oreburgh,49,COVERED
gym_oreburgh,50,COVERED
gym_oreburgh,51,COVERED
gym_oreburgh,52,COVERED
gym_oreburgh,53,COVERED
gym_oreburgh,54,COVERED
gym_oreburgh,55,COVERED
gym_oreburgh,56,COVERED
gym_oreburgh,57,COVERED
gym_oreburgh,58,COVERED
gym_oreburgh,59,COVERED
gym_oreburgh,60,COVERED
gym_oreburgh,61,COVERED
gym_oreburgh,62,COVERED
gym_oreburgh,63,COVERED
gym_oreburgh,64,COVERED
gym_oreburgh,65,COVERED
gym_oreburgh,66,COVERED
gym_oreburgh,67,COVERED
gym_oreburgh,68,COVERED
gym_oreburgh,69,COVERED
gym_oreburgh,70,COVERED
gym_oreburgh,71,COVERED
gym_oreburgh,72,COVERED
gym_oreburgh,73,COVERED
gym_oreburgh,74,COVERED
gym_oreburgh,75,COVERED
gym_oreburgh,76,COVERED
gym_oreburgh,77,COVERED
gym_oreburgh,78,COVERED
gym_oreburgh,79,COVERED
gym_oreburgh,80,COVERED
gym_oreburgh,81,COVERED
gym_oreburgh,82,COVERED
gym_oreburgh,83,COVERED
gym_oreburgh,84,COVERED
gym_oreburgh,85,COVERED
gym_oreburgh,86,COVERED
gym_oreburgh,87,COVERED
gym_oreburgh,88,COVERED
gym_oreburgh,89,COVERED
gym_oreburgh,90,COVERED
gym_oreburgh,91,COVERED
gym_oreburgh,92,COVERED
gym_oreburgh,93,COVERED
gym_oreburgh,94,COVERED
gym_oreburgh,95,COVERED
gym_oreburgh,96,COVERED
gym_oreburgh,97,COVERED
gym_oreburgh,98,COVERED
gym_oreburgh,99,COVERED
gym_oreburgh,100,COVERED
gym_oreburgh,101,COVERED
gym_oreburgh,102,COVERED
gym_oreburgh,103,COVERED
gym_oreburgh,104,COVERED
gym_oreburgh,105,COVERED
gym_oreburgh,106,COVERED
gym_oreburgh,107,COVERED
gym_oreburgh,108,COVERED
gym_oreburgh,109,COVERED
gym_oreburgh,110,COVERED
gym_oreburgh,111,COVERED
gym_oreburgh,112,COVERED
gym_oreburgh,113,COVERED
gym_oreburgh,114,COVERED
gym_oreburgh,115,COVERED
gym_oreburgh,116,COVERED
gym_oreburgh,117,COVERED
gym_oreburgh,118,COVERED
gym_oreburgh,119,COVERED
gym_oreburgh,120,COVERED
gym_oreburgh,121,COVERED
gym_oreburgh,122,COVERED
gym_oreburgh,123,COVERED
gym_oreburgh,124,COVERED
gym_oreburgh,125,COVERED
gym_oreburgh,126,COVERED
gym_oreburgh,127,COVERED
indoor_windworks,0,COVERED
indoor_windworks,1,COVERED
indoor_windworks,2,COVERED
indoor_windworks,3,COVERED
indoor_windworks,4,COVERED
indoor_windworks,5,COVERED
indoor_windworks,6,COVERED
indoor_windworks,7,COVERED
indoor_windworks,8,SPLIT
indoor_windworks,9,SPLIT
indoor_windworks,10,COVERED
indoor_windworks,11,COVERED
indoor_windworks,12,COVERED
indoor_windworks,13,COVERED
indoor_windworks,14,COVERED
indoor_windworks,15,COVERED
indoor_windworks,16,COVERED
indoor_windworks,17,COVERED
indoor_windworks,18,COVERED
indoor_windworks,19,COVERED
indoor_windworks,20,COVERED
indoor_windworks,21,COVERED
indoor_windworks,22,COVERED
indoor_windworks,23,COVERED
indoor_windworks,24,COVERED
indoor_windworks,25,COVERED
indoor_windworks,26,COVERED
indoor_windworks,27,COVERED
indoor_windworks,28,COVERED
indoor_windworks,29,COVERED
indoor_windworks,30,COVERED
indoor_windworks,31,COVERED
indoor_windworks,32,COVERED
indoor_windworks,33,COVERED
indoor_windworks,34,COVERED
indoor_windworks,35,COVERED
indoor_windworks,36,COVERED
indoor_windworks,37,COVERED
indoor_windworks,38,COVERED
indoor_windworks,39,COVERED
indoor_windworks,40,SPLIT
indoor_windworks,41,COVERED
indoor_windworks,42,COVERED
indoor_windworks,43,COVERED
indoor_windworks,44,COVERED
indoor_windworks,45,COVERED
indoor_windworks,46,COVERED
indoor_windworks,47,COVERED
indoor_windworks,48,COVERED
indoor_windworks,49,COVERED
indoor_windworks,50,COVERED
indoor_windworks,51,COVERED
indoor_windworks,52,COVERED
indoor_windworks,53,COVERED
indoor_windworks,54,COVERED
indoor_windworks,55,COVERED
indoor_windworks,56,COVERED
indoor_windworks,57,COVERED
indoor_windworks,58,COVERED
indoor_windworks,59,COVERED
indoor_windworks,60,COVERED
indoor_windworks,61,COVERED
indoor_windworks,62,COVERED
indoor_windworks,63,COVERED
indoor_windworks,64,COVERED
indoor_windworks,65,COVERED
indoor_windworks,66,COVERED
indoor_windworks,67,COVERED
indoor_windworks,68,COVERED
indoor_windworks,69,COVERED
indoor_windworks,70,COVERED
indoor_windworks,71,COVERED
indoor_windworks,72,COVERED
indoor_windworks,73,COVERED
indoor_windworks,74,COVERED
indoor_windworks,75,COVERED
indoor_windworks,76,COVERED
indoor_windworks,77,COVERED
indoor_windworks,78,COVERED
indoor_windworks,79,COVERED
indoor_windworks,80,COVERED
indoor_windworks,81,COVERED
indoor_windworks,82,COVERED
indoor_windworks,83,COVERED
indoor_windworks,84,COVERED
indoor_windworks,85,COVERED
indoor_windworks,86,COVERED
indoor_windworks,87,COVERED
indoor_windworks,88,COVERED
indoor_windworks,89,COVERED
indoor_windworks,90,COVERED
indoor_windworks,91,COVERED
indoor_windworks,92,COVERED
indoor_windworks,93,COVERED
indoor_windworks,94,COVERED
indoor_windworks,95,COVERED
indoor_windworks,96,COVERED
indoor_windworks,97,COVERED
indoor_windworks,98,COVERED
indoor_windworks,99,COVERED
indoor_windworks,100,COVERED
indoor_windworks,101,COVERED
indoor_windworks,102,COVERED
indoor_windworks,103,COVERED
indoor_windworks,104,COVERED
indoor_windworks,105,COVERED
indoor_windworks,106,COVERED
indoor_windworks,107,COVERED
indoor_windworks,108,COVERED
indoor_windworks,109,COVERED
indoor_windworks,110,COVERED
indoor_windworks,111,COVERED
indoor_windworks,112,COVERED
indoor_windworks,113,COVERED
indoor_windworks,114,COVERED
indoor_windworks,115,COVERED
indoor_windworks,116,COVERED
indoor_windworks,117,COVERED
indoor_windworks,118,COVERED
indoor_windworks,119,COVERED
indoor_windworks,120,COVERED
indoor_windworks,121,COVERED
indoor_windworks,122,COVERED
indoor_windworks,123,COVERED
indoor_windworks,124,COVERED
indoor_windworks,125,COVERED
indoor_windworks,126,COVERED
indoor_windworks,127,COVERED
outdoor_route_204,0,COVERED
outdoor_route_204,1,COVERED
outdoor_route_204,2,NORMAL
outdoor_route_204,3,NORMAL
outdoor_route_204,4,NORMAL
outdoor_route_204,5,NORMAL
outdoor_route_204,6,NORMAL
outdoor_route_204,7,NORMAL
outdoor_route_204,8,COVERED
outdoor_route_204,9,COVERED
outdoor_route_204,10,SPLIT
outdoor_route_204,11,SPLIT
outdoor_route_204,12,SPLIT
outdoor_route_204,13,TOP
outdoor_route_204,14,TOP
outdoor_route_204,15,SPLIT
outdoor_route_204,16,COVERED
outdoor_route_204,17,COVERED
outdoor_route_204,18,COVERED
outdoor_route_204,19,TOP
outdoor_route_204,20,NORMAL
outdoor_route_204,21,COVERED
outdoor_route_204,22,COVERED
outdoor_route_204,23,NORMAL
outdoor_route_204,24,COVERED
outdoor_route_204,25,COVERED
outdoor_route_204,26,COVERED
outdoor_route_204,27,COVERED
outdoor_route_204,28,COVERED
outdoor_route_204,29,NORMAL
outdoor_route_204,30,NORMAL
outdoor_route_204,31,COVERED
outdoor_route_204,32,COVERED
outdoor_route_204,33,COVERED
outdoor_route_204,34,COVERED
outdoor_route_204,35,COVERED
outdoor_route_204,36,COVERED
outdoor_route_204,37,SPLIT
outdoor_route_204,38,SPLIT
outdoor_route_204,39,COVERED
outdoor_route_204,40,SPLIT
outdoor_route_204,41,SPLIT
outdoor_route_204,42,COVERED
outdoor_route_204,43,COVERED
outdoor_route_204,44,NORMAL
outdoor_route_204,45,NORMAL
outdoor_route_204,46,NORMAL
outdoor_route_204,47,NORMAL
outdoor_route_204,48,SPLIT
outdoor_route_204,49,SPLIT
outdoor_route_204,50,COVERED
outdoor_route_204,51,COVERED
outdoor_route_204,52,COVERED
outdoor_route_204,53,NORMAL
outdoor_route_204,54,NORMAL
outdoor_route_204,55,NORMAL
outdoor_route_204,56,SPLIT
outdoor_route_204,57,SPLIT
outdoor_route_204,58,COVERED
outdoor_route_204,59,COVERED
outdoor_route_204,60,COVERED
outdoor_route_204,61,NORMAL
outdoor_route_204,62,NORMAL
outdoor_route_204,63,COVERED
outdoor_route_204,64,SPLIT
outdoor_route_204,65,SPLIT
outdoor_route_204,66,SPLIT
outdoor_route_204,67,SPLIT
outdoor_route_204,68,SPLIT
outdoor_route_204,69,SPLIT
outdoor_route_204,70,SPLIT
outdoor_route_204,71,COVERED
outdoor_route_204,72,SPLIT
outdoor_route_204,73,SPLIT
outdoor_route_204,74,SPLIT
outdoor_route_204,75,SPLIT
outdoor_route_204,76,SPLIT
outdoor_route_204,77,SPLIT
outdoor_route_204,78,SPLIT
outdoor_route_204,79,COVERED
outdoor_route_204,80,NORMAL
outdoor_route_204,81,SPLIT
outdoor_route_204,82,SPLIT
outdoor_route_204,83,COVERED
outdoor_route_204,84,SPLIT
outdoor_route_204,85,NORMAL
outdoor_route_204,86,NORMAL
outdoor_route_204,87,COVERED
outdoor_route_204,88,COVERED
outdoor_route_204,89,COVERED
outdoor_route_204,90,TOP
outdoor_route_204,91,COVERED
outdoor_route_204,92,COVERED
outdoor_route_204,93,COVERED
outdoor_route_204,94,SPLIT
